0	0.049525	-0.05
4.7629	0.04915	-0.05
5.1029	0.049175	-0.05
5.5169	0.03325	-0.0396
6.8609	0.032775	-0.0344
7.7009	0.032875	-0.0346
8.5609	0.032775	-0.03425
8.971233333	0.034725	-0.035625
9.381566667	0.029125	-0.037775
10.5719	0.03275	-0.04275
11.4119	0.03305	-0.0421
12.3419	0.033425	-0.0427
12.5544	0.04155	-0.0489
12.8299	0.047775	-0.049875
12.9099	0.047825	-0.05
12.9199	0.04725	-0.05
12.9299	0.0473	-0.05
12.9399	0.04725	-0.05
12.9499	0.04765	-0.05
12.9599	0.046825	-0.05
12.9699	0.0462	-0.05
12.9799	0.045425	-0.05
12.9899	0.045175	-0.049875
12.9999	0.0442	-0.04975
13.0099	0.044775	-0.049875
13.1529	0.0432	-0.04925
13.3654	0.0396	-0.040375
14.3079	0.03545	-0.03415
15.1479	0.035275	-0.033975
16.1279	0.034975	-0.033825
16.53823333	0.035525	-0.032125
16.94856667	0.03655	-0.034275
18.0189	0.03415	-0.040175
18.8589	0.03445	-0.04055
19.9889	0.033975	-0.0407
20.4029	0.036375	-0.049875
21.0069	0.04925	-0.05
25.9198	0.049375	-0.05
30.6827	0.04915	-0.05
31.0227	0.049175	-0.05
31.4367	0.037675	-0.05
32.7807	0.0338	-0.039425
33.6207	0.034225	-0.03965
34.4807	0.03395	-0.038975
34.89103333	0.036375	-0.0341
35.30136667	0.0353	-0.032025
36.4917	0.03525	-0.0339
37.3317	0.03545	-0.034225
38.2617	0.03565	-0.03425
38.4742	0.040325	-0.03965
38.7497	0.043825	-0.0494
38.8297	0.0453	-0.05
38.8397	0.046425	-0.05
38.8497	0.04655	-0.05
38.8597	0.04735	-0.05
38.8697	0.04775	-0.05
38.8797	0.0476	-0.05
38.8897	0.047975	-0.05
38.8997	0.048025	-0.05
38.9097	0.048225	-0.05
38.9197	0.048375	-0.05
38.9297	0.04865	-0.05
39.0727	0.048075	-0.05
39.2852	0.04215	-0.049525
40.2277	0.032875	-0.043
41.0677	0.033025	-0.042425
42.0477	0.0329	-0.043075
42.45803333	0.02825	-0.03715
42.86836667	0.03435	-0.035625
43.9387	0.03265	-0.0345
44.7787	0.03325	-0.03455
45.9087	0.03245	-0.0346
46.3227	0.03275	-0.038475
46.9267	0.049425	-0.05
51.8396	0.0495	-0.05
